utgdag;kaupverd;nuvirdi;ist120;ibm2;ib2m2;ib3m2;rism2;bilskurm2;geymm2;two_livunits;two_storey;storeys_3;age_studull;not_concrete;stud1house;bath_fixtures;fjbilsk;lodpflm;landratio;innig_factor;utig_factor;fjarmalastofnunselur;hverfi;gata
06/02/2019;15000;14094;1126;92.6;0;0;0;0;20;0;0;0;60;0;1;2;0;399;0.539;0.94;1;0;2020;0
24/06/2018;15000;14874;1126;92.6;0;0;0;0;20;0;0;0;59;0;1;2;0;399;0.539;0.94;1;0;2020;0
01/02/2018;14500;14500;1121_1123;75.2;0;0;0;0;0;0;0;0;40;0;1;2;0;265;0.358;1.11;1;0;2020;0
13/12/2015;6500;6500;1126;92.6;0;0;0;0;20;0;0;0;56;0;1;2;0;399;0.539;0.94;1;1;2020;0
08/12/2016;11400;11390;1111;87.5;30.9;25.7;0;54.5;0;0;0;1;79;1;1.101;2;0;1254;1.695;0.89;0.87;0;2020;0
25/08/2018;30000;29962;1111;192.3;0;0;0;32.9;0;1;0;0;74;0;1.185;3;0;816;1.103;0.89;0.96;0;2020;0
05/07/2015;9300;9300;1111;94.4;24.2;0;0;0;0;0;1;0;72;1;1.223;2;0;574;0.776;0.78;0.78;1;2020;0
13/01/2016;13500;13500;1111;120;0;0;0;25.4;0;0;0;0;65;0;1.187;2;0;550;0.743;0.93;0.96;1;2020;0
01/08/2018;22000;21986;1126;92.4;0;0;0;84.8;6.1;0;0;0;58;0;1;2;0;568;0.768;1;1;0;2020;0
22/05/2016;8000;8000;1126;84.4;0;0;0;0;25.5;0;0;0;56;0;1;2;0;329;0.445;1;1;0;2020;0
17/12/2017;33500;33465;1111;139.6;0;0;0;65.5;0;0;0;0;45;0;1.096;3;0;757;1.023;1.04;0.96;1;2020;0
19/09/2014;27243;24515;1111;139.6;0;0;0;40.5;10.9;0;0;0;10;1;1.183;3;0;945;1.277;1;1;0;2020;0
02/04/2017;15500;15387;1111;108;47.1;13.8;0;42;0;0;0;1;79;0.5;1.2;2;0;1187;1.604;0.99;0.93;0;2020;0
06/04/2019;30700;30565;1111;127.2;51;25.2;0;0;0;0;0;1;79;1;1.125;2;0;780;1.054;0.78;0.83;0;2020;0
17/10/2018;26500;26490;1111;88;0;0;0;30.4;0;0;0;0;71;0;1.013;2;0;500;0.676;0.89;0.96;0;2020;0
23/02/2018;19000;18907;1121_1123;68.1;0;0;0;0;0;0;0;0;1;1;1;2;0;237;0.32;1;1;0;2020;0
11/10/2019;25000;25000;1121_1123;68.1;0;0;0;0;0;0;0;0;2;1;1;2;0;237;0.32;1;1;0;2020;0
16/03/2018;20600;20600;1121_1123;78.6;0;0;0;0;0;0;0;0;1;1;1;2;0;408;0.551;1;1;0;2020;0
05/05/2018;33000;32947;1121_1123;91.3;0;0;0;0;0;0;0;0;1;1;1;2;0;360;0.486;1;1;0;2020;0
23/06/2018;25800;25800;1121_1123;78.6;0;0;0;0;0;0;0;0;1;1;1;2;0;402;0.543;1;1;0;2020;0
16/03/2018;18350;18055;1121_1123;68.1;0;0;0;0;0;0;0;0;1;1;1;2;0;237;0.32;1;1;0;2020;0
18/04/2018;31000;31000;1121_1123;89.8;0;0;0;0;0;0;0;0;1;1;1;2;0;260;0.351;1;1;0;2020;0
13/01/2020;32500;32476;1121_1123;89.8;0;0;0;0;0;0;0;0;1;1;1;2;0;260;0.351;1;1;0;2020;0
14/09/2015;14000;13857;1121_1123;95.4;0;0;0;29.2;0;0;0;0;35;0;1;3;0;436;0.589;1;0.96;1;2020;0
19/11/2016;25300;25300;1121_1123;112.8;0;0;0;30.4;0;0;0;0;35;0;1;2;0;734;0.992;1;0.96;0;2020;0
17/03/2017;40500;40479;1111;194.2;0;0;0;48.7;0;0;0;0;1;0;1.027;5;0;732;0.989;1;1;0;2020;0
01/02/2015;21000;20705;1111;131.7;0;0;0;34.4;0;0;0;0;37;0;1.046;2;0;800;1.081;1.04;0.96;0;2020;0
22/07/2018;35000;34754;1111;131.7;0;0;0;34.4;0;0;0;0;40;0;1.046;2;0;800;1.081;1.04;0.96;0;2020;0
16/09/2016;34500;34500;1111;125;0;0;0;48.9;0;0;0;0;38;0;1.091;2;0;800;1.081;1.15;1;0;2020;0
03/09/2018;41500;41500;1111;125;0;0;0;48.9;0;0;0;0;40;0;1.091;2;0;800;1.081;1.15;1;0;2020;0
31/12/2016;33500;33500;1111;142.8;0;0;0;50.7;0;0;0;0;38;0;1.259;2;0;789;1.066;1;0.96;0;2020;0
24/04/2015;15705;14101;1111;80.5;0;0;0;0;0;0;0;0;52;0;1.003;2;0;750;1.014;1;0.78;0;2020;0
09/10/2014;11500;11484;1111;124;0;0;0;23.1;0;0;0;0;51;0;1.078;2;0;875;1.182;1;0.96;1;2020;0
21/03/2019;11500;11500;1126;56.7;0;0;0;0;1;0;0;0;72;0;1;2;0;201;0.272;1;1;0;2020;0
14/06/2015;18700;18700;1111;131;0;0;0;0;0;0;0;0;24;0;1.048;3;0;788;1.065;1.04;1;1;2020;0
28/04/2018;38000;37986;1111;131;0;0;0;0;0;0;0;0;27;0;1.048;3;0;788;1.065;1.04;1;0;2020;0
16/06/2017;35100;34899;1111;131;0;0;0;0;0;0;0;0;26;0;1.048;3;0;788;1.065;1.04;1;0;2020;0
13/12/2015;7500;7500;1126;99.5;0;0;0;0;41.9;0;0;0;56;0;1;2;0;490;0.662;0.81;1;1;2020;0
11/04/2014;5000;5000;1126;59.3;59.3;0;0;0;0;0;0;0;50;0;1;2;0;194;0.262;1;1;1;2020;0
19/09/2018;32500;32477;1126;135.9;0;0;0;71.3;0;0;0;0;54;0;1;2;0;670;0.905;1;1;0;2020;0
22/12/2017;16200;16198;1126;59.3;59.3;0;0;0;0;0;0;0;53;0;1;2;0;194;0.262;1;1;0;2020;0
29/04/2018;24000;24000;1111;113.4;0;0;0;0;0;0;0;0;56;0;1.049;2;0;855;1.155;0.89;0.89;1;2020;0
29/05/2016;15600;15600;1111;104.8;0;0;0;33.2;22.8;0;0;0;53;0;1.082;2;0;720;0.973;0.94;0.96;1;2020;0
06/09/2018;22000;21959;1126;84.2;0;0;0;0;0;0;0;0;55;0;1;2;0;248;0.335;1;1;0;2020;0
10/03/2017;13900;13830;1126;84.2;0;0;0;0;0;0;0;0;54;0;1;2;0;248;0.335;1;1;0;2020;0
10/04/2019;29500;29375;1111;120.4;0;0;0;0;0;0;0;0;46;1;1.23;2;0;840;1.135;1.04;1;0;2020;0
29/05/2016;27500;27314;1111;144;0;0;0;53.6;0;0;0;0;34;0;1.127;4;0;800;1.081;1.07;1.04;1;2020;0
17/12/2016;33000;32840;1111;159.5;0;0;0;32.8;0;0;0;0;34;1;1.245;2;0;832;1.124;1;1;0;2020;0
22/04/2018;35050;34900;1111;134.9;0;0;0;35.8;10.3;0;0;0;14;1;1;3;0;838;1.132;1;1;1;2020;0
02/03/2017;20500;20379;1122_1125;87.2;0;0;0;0;0;0;0;0;25;0;1;2;0;390;0.527;1;1;0;2020;0
19/09/2015;15000;15000;1111;120.4;0;0;0;0;0;0;0;0;42;1;1.23;2;0;800;1.081;0.78;1;1;2020;0
03/09/2014;22778;20275;1111;149.4;0;0;0;35;0;0;0;0;36;0;1.019;2;0;775;1.047;1;0.96;0;2020;0
18/10/2019;44000;44000;1111;120.4;0;0;0;50;0;0;0;0;46;1;1.23;2;0;800;1.081;1;0.96;0;2020;0
20/06/2014;25141;23100;1111;143.5;0;0;0;32.6;0;0;0;0;36;0;1.119;2;0;764;1.032;1;0.96;0;2020;0
15/05/2016;35000;34579;1111;138.7;0;0;0;49.9;0;0;0;0;37;0;1.146;3;0;800;1.081;1.22;1;0;2020;0
10/09/2017;36000;33372;1111;119;0;0;0;62.7;0;0;0;0;39;0;1.031;2;0;861;1.164;0.96;0.96;0;2020;0
03/12/2015;15500;15500;1111;125.5;0;0;0;50;0;0;0;0;35;1;1.044;2;0;832;1.124;1;0.96;1;2020;0
10/10/2015;15600;16708;1111;75;0;0;0;0;0;0;0;0;27;0;1.155;3;0;800;1.081;0.85;0.78;0;2020;0
14/02/2016;15000;15000;1111;132;0;0;0;0;0;0;0;0;32;1;1.066;3;0;768;1.038;1;0.89;1;2020;0
24/01/2016;22500;22424;1111;140;0;0;0;49.9;0;0;0;0;35;0;1.149;4;0;768;1.038;1.26;0.96;1;2020;0
19/09/2018;45000;44984;1111;140;0;0;0;49.9;0;0;0;0;37;0;1.149;4;0;768;1.038;1.26;0.96;0;2020;0
29/04/2018;16500;16378;1111;82.8;0;0;0;16.1;0;0;0;0;68;1;1.093;2;0;959;1.296;0.78;0.89;0;2020;0
01/09/2018;27400;27204;1111;160.1;0;0;0;62.3;0;0;0;0;57;1;1.138;2;0;700;0.946;0.89;0.96;1;2020;0
10/01/2019;36500;36500;1111;160.1;0;0;0;62.3;0;0;0;0;58;1;1.138;2;0;700;0.946;0.89;0.96;0;2020;0
01/10/2016;22000;22000;1111;133;0;0;0;50.4;0;0;0;0;44;0;1.177;3;0;840;1.135;1.15;0.96;1;2020;0
16/03/2019;38000;37900;1111;133;0;0;0;50.4;0;0;0;0;47;0;1.177;3;0;840;1.135;1.15;0.96;0;2020;0
19/05/2016;22000;22000;1122_1125;108.5;0;0;0;27.7;0;0;0;0;12;1;1;2;0;798;1.078;1;1;0;2020;0
30/04/2015;9500;9460;1122_1125;70.3;0;0;0;0;0;0;0;0;11;1;1;2;0;395;0.534;1;1;1;2020;0
05/07/2018;21100;21100;1122_1125;70.3;0;0;0;0;0;0;0;0;14;1;1;2;0;345;0.466;1;1;1;2020;0
13/02/2016;25600;25420;1111;151;0;0;0;40.7;7;0;0;0;10;1;1.153;2;0;868;1.173;1;1;1;2020;0
22/09/2017;31400;31400;1121_1123;85.1;0;0;0;0;37.5;0;0;0;11;0;1;2;1;485;0.655;1;1;0;2020;0
03/09/2017;40900;40900;1122_1125;118.5;0;0;0;37.7;0;0;0;0;11;0;1;2;0;502;0.678;1;1;0;2020;0
17/07/2015;24500;24494;1121_1123;85.1;0;0;0;0;37.5;0;0;0;9;0;1;2;1;341;0.461;1;1;0;2020;0
24/06/2018;40000;39482;1111;178;0;0;0;41.3;0;0;0;0;12;1;1.182;4;0;772;1.043;1;1;1;2020;0
13/09/2018;35500;35468;1122_1125;85.1;0;0;0;37.5;0;0;0;0;11;0;1;2;0;562;0.759;1;1;0;2020;0
21/05/2016;18500;18500;1122_1125;108.5;0;0;0;27.7;0;0;0;0;12;1;1;2;0;719;0.972;1;1;1;2020;0
26/11/2017;36000;35975;1122_1125;137.8;0;0;0;28.6;0;0;0;0;13;1;1;4;0;585;0.791;1;1;1;2020;0
21/11/2014;25800;26525;1111;172.9;0;0;0;28.2;0;0;0;0;7;0;1.107;5;0;1107;1.496;1;1;0;2020;0
21/08/2016;21500;21459;1122_1125;90.4;0;0;0;0;0;0;0;0;12;1;1;2;0;532;0.719;1;1;0;2020;0
16/09/2018;27000;26958;1122_1125;108.5;0;0;0;27.7;0;0;0;0;14;1;1;2;0;697;0.942;1;1;1;2020;0
03/09/2015;24209;24209;1122_1125;128.2;0;0;0;38.8;0;0;0;0;9;1;1;2;0;595;0.804;1;1;0;2020;0
16/02/2018;39200;39200;1122_1125;141.6;0;0;0;27.2;0;0;0;0;12;1;1;3;0;583;0.788;1;1;0;2020;0
17/01/2014;24400;23077;1111;164.9;0;0;0;49;0;0;0;0;8;1;1.145;4;0;780;1.054;1;1;0;2020;0
11/05/2019;47000;46745;1111;164.9;0;0;0;49;0;0;0;0;13;1;1.145;4;0;780;1.054;1;1;0;2020;0
04/05/2016;36000;35993;1111;227.8;0;0;0;42;0;0;0;0;10;0;1.087;5;0;1015;1.372;1;1;0;2020;0
07/03/2015;21000;19581;1121_1123;85.1;0;0;0;0;37.5;0;0;0;9;0;1;2;1;518;0.7;1;1;0;2020;0
03/07/2015;28000;28000;1111;164.9;0;0;0;49;0;0;0;0;9;1;1.145;3;0;725;0.98;1;1;1;2020;0
16/03/2014;23500;23489;1111;125.7;0;0;0;26;0;0;0;0;9;1;1.031;3;0;792;1.07;1;1;0;2020;0
13/04/2019;43400;43393;1111;125.7;0;0;0;26;0;0;0;0;14;1;1.031;3;0;792;1.07;1;1;0;2020;0
04/05/2018;29900;29900;1122_1125;96.7;0;0;0;0;0;0;0;0;13;1;1;3;0;616;0.832;1;1;0;2020;0
08/03/2015;15200;15153;1122_1125;91;0;0;0;0;0;0;0;0;9;1;1;3;0;490;0.662;1;1;1;2020;0
14/01/2016;23656;24039;1121_1123;85.1;0;0;0;0;37.5;0;0;0;10;0;1;2;1;340;0.459;1;1;0;2020;0
24/02/2016;23700;23670;1111;118.5;0;0;0;37.7;0;0;0;0;10;0;1;2;0;497;0.672;1;1;1;2020;0
11/02/2016;17700;17692;1122_1125;91;0;0;0;0;0;0;0;0;10;1;1;3;0;508;0.686;1;1;0;2020;0
04/07/2018;29000;28969;1122_1125;91;0;0;0;0;0;0;0;0;12;1;1;3;0;508;0.686;1;1;0;2020;0
19/03/2014;27000;27000;1111;131.1;0;0;0;42.6;0;0;0;0;13;1;1.081;2;0;900;1.216;1;1;0;2020;0
13/05/2018;36000;35967;1122_1125;101.1;0;0;0;33.8;0;0;0;0;15;0;1;3;0;567;0.766;1;1;0;2020;0
10/03/2016;23800;23800;1122_1125;86.9;0;0;0;30.1;0;0;0;0;15;0;1;3;0;504;0.681;1;1;0;2020;0
24/06/2016;36000;34214;1111;184.3;0;0;0;30;0;0;0;0;21;1;1.25;5;0;957;1.293;0.99;1;0;2020;0
01/08/2019;44000;43990;1111;184.3;0;0;0;30;0;0;0;0;24;1;1.25;5;0;957;1.293;0.99;1;0;2020;0
13/05/2017;37500;37275;1111;131.1;0;0;0;42.6;0;0;0;0;17;1;1;3;0;900;1.216;1;1;0;2020;0
11/02/2017;30500;30393;1122_1125;86.9;0;0;0;30.1;0;0;0;0;16;0;1;2;0;504;0.681;1;1;0;2020;0
31/08/2019;34900;34814;1122_1125;86.9;0;0;0;30.1;0;0;0;0;18;0;1;2;0;504;0.681;1;1;0;2020;0
18/02/2016;7000;7000;1111;122.7;0;54.3;0;0;0;0;1;0;66;1;1.104;2;0;625;0.845;1;1;1;2020;0
09/03/2018;25000;25000;1111;122.7;0;54.3;0;0;0;0;1;0;68;1;1.104;2;0;625;0.845;1;1;0;2020;0
21/01/2015;17000;17000;1111;138.4;0;0;0;0;0;0;0;0;36;1;1.148;3;0;736;0.995;1.15;1;1;2020;0
17/04/2016;29000;28593;1111;173.5;58.3;0;0;44.2;0;0;1;0;49;1;1.111;4;0;875;1.182;0.89;0.81;0;2020;0
29/07/2017;40000;39750;1111;173.5;58.3;0;0;44.2;0;0;1;0;50;1;1.111;4;0;875;1.182;0.89;0.81;0;2020;0
31/10/2019;42500;42453;1111;152;0;0;0;46.4;0;0;0;0;34;1;1.29;3;0;846;1.143;1.11;1;0;2020;0
04/03/2016;8900;8900;1126;92.4;0;0;0;84.8;6.1;0;0;0;56;0;1;2;0;568;0.768;1;1;1;2020;0
24/10/2015;8000;8000;1126;94.6;0;0;0;38.3;2.1;0;0;0;66;0;1;2;0;692;0.935;1;1;1;2020;0
29/07/2016;14500;14401;1126;94.6;0;0;0;38.3;2.1;0;0;0;67;0;1;2;0;692;0.935;1;1;0;2020;0
02/08/2015;27500;27475;1111;139.1;0;0;0;50;0;0;0;0;35;0;1.151;3;0;780;1.054;1;0.96;0;2020;0
07/09/2016;15000;14979;1111;181.5;0;33.8;0;0;0;0;1;0;31;1;1.406;3;0;780;1.054;0.94;1.11;1;2020;0
17/06/2018;43000;42489;1111;181.5;0;33.8;0;0;0;0;1;0;33;1;1.406;3;0;780;1.054;0.94;1.11;0;2020;0
12/04/2018;35165;36475;1111;125.7;0;0;0;26;0;0;0;0;11;1;1.031;3;0;625;0.845;1;1;0;2020;0
03/04/2016;29500;29480;1111;123.7;0;0;0;29;8.3;0;0;0;10;1;1.064;3;0;819;1.107;1;1;0;2020;0
26/10/2019;46400;46281;1111;123.7;0;0;0;29;8.3;0;0;0;13;1;1.064;3;0;819;1.107;1;1;0;2020;0
14/12/2016;37000;36764;1111;175.3;0;0;0;42;0;0;0;0;10;1;1.001;4;0;849;1.147;1;1;0;2020;0
24/01/2016;21900;21900;1111;140.1;0;0;0;41.1;0;0;0;0;10;1;1.164;3;0;809;1.093;1;1;1;2020;0
04/05/2014;22500;22419;1111;125.7;0;0;0;26;0;0;0;0;7;1;1.031;3;0;819;1.107;1;1;1;2020;0
15/04/2016;13500;12806;1111;85.4;0;0;0;42.6;0;0;0;0;63;0;1.006;2;0;854;1.154;0.78;0.89;0;2020;0
15/01/2016;8500;8480;1111;102.3;0;37.4;0;0;47.3;0;1;0;79;0.5;1.094;2;0;641;0.866;1;1;1;2020;0
30/10/2019;54000;53944;1111;181.6;0;0;3.5;35.8;0.8;0;1;0;19;0;1.272;4;0;963;1.301;1;1;0;2020;0
18/03/2018;28200;28200;1126;131.7;0;0;0;0;0;0;0;0;59;0;1;2;0;505;0.682;1;1;0;2020;0
13/03/2016;8800;8782;1126;85.1;0;0;0;0;0;0;0;0;52;0;1;2;0;354;0.478;1;1;1;2020;0
13/03/2016;10200;10177;1126;83.3;0;0;8.2;22.7;0;0;0;0;52;0;1;2;0;396;0.535;1;1;1;2020;0
28/09/2017;44900;44873;1122_1125;169.3;0;0;0;50.4;0;0;1;0;15;0;1;5;0;630;0.851;1;1;0;2020;0
03/08/2016;11000;10933;1126;102.2;0;0;0;0;0;0;0;0;53;0;1;2;0;375;0.507;1;0.94;1;2020;0
09/12/2018;22000;22000;1126;102.2;0;0;0;0;0;0;0;0;55;0;1;2;0;375;0.507;1;0.94;0;2020;0
02/09/2016;32500;32443;1111;144.1;0;0;0;51.2;0;0;0;0;43;0;1.395;4;0;871;1.177;1.15;1;0;2020;0
24/06/2016;15100;14120;1111;109.6;54.8;0;0;0;0;0;1;0;73;0;1;2;0;940;1.27;1;1;0;2020;0
17/01/2018;28200;28186;1111;109.6;54.8;0;0;0;0;0;1;0;75;0;1;2;0;940;1.27;1;1;0;2020;0
01/04/2017;19600;19586;1111;109.6;54.8;0;0;0;0;0;1;0;74;0;1;2;0;940;1.27;1;1;0;2020;0
09/04/2019;47000;46947;1122_1125;169.3;0;0;0;50.4;0;0;1;0;17;0;1;5;0;647;0.874;1;1;0;2020;0
12/02/2017;39800;39768;1122_1125;169.3;0;0;0;50.4;0;0;1;0;15;0;1;5;0;647;0.874;1;1;0;2020;0
06/04/2014;20000;20000;1111;160.6;0;72.6;0;0;0;0;1;0;60;0;1.06;3;0;750;1.014;1.02;1;0;2020;0
12/10/2016;7000;7000;1126;95.2;95.2;0;0;0;4.2;0;0;0;79;0.5;1;2;0;444;0.6;1;1;1;2020;0
14/05/2016;15059;14336;1126;103;0;0;0;0;0;0;0;0;79;0.5;1;2;0;469;0.634;1;1;0;2020;0
15/03/2018;19000;18993;1126;84.6;0;0;0;0;1.6;0;0;0;63;1;1;2;0;352;0.476;1;1;0;2020;0
09/06/2018;30900;30751;1111;120.4;0;0;0;0;0;0;0;0;45;1;1.23;2;0;840;1.135;1.04;1;0;2020;0
03/08/2018;34000;33400;1111;181.8;0;90.9;0;33.8;0;0;1;0;68;1;1.007;4;0;828;1.119;1;1;0;2020;0
02/11/2017;20000;19972;1126;101;0;0;0;0;6.5;0;0;0;39;0;1;2;0;390;0.527;1;1;1;2020;0
12/10/2017;23000;22986;1126;101;0;0;0;0;0;0;0;0;39;0;1;2;0;410;0.554;1;1;0;2020;0
23/11/2019;23500;23489;1126;81;0;0;0;24.7;0;0;0;0;73;0;1;2;0;409.5;0.553;1;0.96;0;2020;0
20/03/2019;17500;17500;1126;81;0;0;0;0;0;0;0;0;73;0;1;2;0;409.5;0.553;1;1;0;2020;0
30/03/2017;21000;21000;1126;81;0;0;0;24.7;0;0;0;0;71;0;1;2;0;409.5;0.553;1;0.96;0;2020;0
14/09/2016;8000;7988;1126;81;0;0;0;0;0;0;0;0;70;0;1;2;0;409.5;0.553;1;1;1;2020;0
16/12/2017;20000;19939;1126;101.2;101.2;0;0;0;0;0;0;0;25;0.5;1;2;0;497;0.672;1;1;0;2020;0
17/08/2016;17800;17778;1111;169.7;0;30.1;0;38.4;0;0;0;1;79;0;1.163;4;0;803;1.085;0.81;0.92;1;2020;0
01/04/2016;11300;11300;1126;120;0;0;0;0;0;0;0;0;69;0;1;2;0;321.3;0.434;1.04;1;1;2020;0
19/07/2019;29500;29473;1126;83.5;0;0;0;29.5;0;0;0;0;79;0;1;2;0;396;0.535;1;1;0;2020;0
17/12/2017;21500;21485;1126;83;0;0;0;0;0;0;0;0;77;0;1;2;0;396;0.535;1;1;0;2020;0
24/10/2014;5000;5000;1126;83.5;0;0;0;29.5;0;0;0;0;74;0;1;2;0;396;0.535;1;1;1;2020;0
20/05/2017;36000;35986;1111;180.3;0;88.2;0;45.5;0;0;1;0;59;0;1;2;0;791;1.069;0.83;0.93;0;2020;0
16/08/2019;42000;41979;1111;180.3;0;88.2;0;45.5;0;0;1;0;61;0;1;2;0;791;1.069;0.83;0.93;0;2020;0
28/04/2016;21500;21500;1111;199;14;90.2;0;64.4;0;0;0;1;58;0;1.179;4;0;823;1.112;0.99;0.96;1;2020;0
17/09/2016;28500;28034;1111;210;50;80;0;50;0;0;0;1;62;0;1.076;3;0;750;1.014;0.89;1.05;0;2020;0
12/03/2017;26700;26492;1126;164.2;0;0;0;47.3;16.7;0;1;0;56;0;1;3;0;565;0.764;1;1;0;2020;0
03/10/2014;21200;21200;1111;207;0;103.5;0;51.5;11.5;0;1;0;54;0;1.225;3;0;856;1.157;1;0.96;1;2020;0
13/12/2017;46900;46890;1111;207;0;103.5;0;51.5;11.5;0;1;0;57;0;1.225;3;0;856;1.157;1;0.96;0;2020;0
10/02/2017;19000;18986;1126;135.7;0;0;0;0;2.3;0;0;0;73;0;1;2;0;459.2;0.621;1;1;0;2020;0
26/07/2017;18000;17963;1126;122.2;0;0;0;0;0;0;0;0;73;0;1;2;0;370.8;0.501;1;1;0;2020;0
29/04/2017;27000;27000;1111;111.5;0;0;0;25.2;0;0;0;0;16;1;1;2;0;700;0.946;1;1;0;2020;0
03/12/2016;10200;10157;1126;87.9;0;0;0;42.5;0;0;0;0;58;0;1;2;0;546;0.738;1;1;1;2020;0
15/11/2015;11000;10854;1126;83;0;0;0;36;7.6;0;0;0;61;0;1;2;0;444;0.6;1;1;1;2020;0
22/06/2017;20000;20000;1111;75;0;0;0;0;0;0;0;0;29;0;1.155;3;0;800;1.081;0.85;0.78;0;2020;0
12/04/2017;22500;22470;1126;96;0;0;0;48.7;0;0;0;0;79;0;1;2;0;236.6;0.32;1;1;0;2020;0
22/07/2018;17800;17800;1126;97.6;97.6;0;0;0;0;0;0;0;79;0;1;2;0;153.4;0.207;1;1;0;2020;0
01/07/2018;20500;20215;1126;96;0;0;0;48.7;0;0;0;0;79;0;1;2;0;236.6;0.32;1;1;0;2020;0
05/02/2017;23500;23285;1111;120.4;0;48.5;0;47.6;19.5;0;1;0;79;1;1.034;2;0;1390;1.878;1;0.89;0;2020;0
11/10/2019;29000;28974;1126;97;0;0;0;41.3;0;0;0;0;75;0;1;2;0;1032;1.395;1;1;0;2020;0
19/08/2016;7750;7696;1111;108.4;0;0;0;24;0;0;1;0;71;0;1.093;3;0;533;0.72;0.72;0.78;1;2020;0
30/10/2019;18600;18600;1111;77.5;0;0;0;0;0;0;0;0;79;0;1.056;2;0;391;0.528;0.89;1;1;2020;0
15/05/2015;11738;10361;1126;104.1;0;0;0;0;0;0;0;0;63;0;1;3;0;469;0.634;1.15;1;0;2020;0
02/05/2018;15700;15695;1126;104.1;0;0;0;0;0;0;0;0;66;0;1;3;0;469;0.634;1.15;1;0;2020;0
03/04/2015;7500;7497;1111;143.3;69;0;0;0;0;0;1;0;79;1;1.119;4;0;377;0.509;0.84;1;1;2020;0
24/02/2018;26750;26750;1111;118.9;0;0;0;40.1;10;0;0;0;62;0;1.494;2;0;890;1.203;0.89;0.96;1;2020;0
08/10/2016;13500;13500;1126;105.6;0;0;0;44;0;0;0;0;56;0;1;2;0;388;0.524;1.11;0.96;1;2020;0
20/03/2019;28000;27931;1126;105.6;0;0;0;44;0;0;0;0;59;0;1;2;0;388;0.524;1.11;0.96;0;2020;0
01/09/2016;6000;6000;1126;101.8;0;0;0;0;0;0;0;0;66;1;1;2;0;333;0.45;1;1;1;2020;0
08/11/2019;21500;21500;1126;94.3;0;94.3;0;34.7;0;0;0;0;69;1;1;2;0;547;0.739;1;1;0;2020;0
09/06/2017;25000;24996;1111;81.5;0;0;0;29.4;0;0;0;0;62;0;1.002;2;0;877;1.185;0.89;0.96;0;2020;0
19/10/2016;21357;20488;1111;139.3;0;42.4;0;30.4;0;0;1;0;62;0;1.12;4;0;874;1.181;0.91;0.96;0;2020;0
30/08/2015;16500;16500;1111;97.4;0;0;0;61.8;0;0;0;0;64;1;1.13;2;0;933;1.261;0.89;0.96;1;2020;0
25/02/2018;17050;16983;1111;80.7;0;0;0;40.5;0;0;0;0;65;1;1.091;2;0;846;1.143;1;0.96;1;2020;0
21/01/2015;12400;12257;1111;80;0;0;0;29.1;0;0;0;0;63;0;1.006;2;0;800;1.081;1;0.96;1;2020;0
06/07/2018;32000;32000;1111;146.8;0;28.2;0;45.4;29.5;0;1;0;64;1;1.251;2;0;871;1.177;0.88;0.98;0;2020;0
24/01/2014;14500;13712;1126;132.7;0;0;0;0;45.7;0;0;0;56;0;1;2;1;554;0.749;1;1;0;2020;0
29/05/2014;11900;11841;1111;97.4;0;0;0;31.5;0;0;0;0;61;1;1.13;2;0;903;1.22;1;1;1;2020;0
16/03/2019;32000;31993;1111;77.8;0;0;0;35.7;0;0;0;0;72;1;1.003;2;0;500;0.676;0.78;0.88;0;2020;0
20/03/2016;11200;11200;1111;175.4;45.2;32.8;0;0;0;0;0;1;63;0;1.373;2;0;720;0.973;1.1;0.94;1;2020;0
31/03/2017;17100;17100;1111;82.1;0;0;0;39.3;0;0;0;0;65;0;1.004;2;0;750;1.014;0.89;0.89;1;2020;0
02/11/2016;21000;20701;1111;107.6;0;31.6;0;33.2;0;0;1;0;62;1;1.193;2;0;621;0.839;1;0.96;0;2020;0
08/01/2016;5000;5000;1126;110.6;0;0;0;0;0;0;0;0;55;0;1;2;0;422;0.57;0.89;1;1;2020;0
03/09/2015;9500;9476;1111;80.1;0;0;0;49;0;0;0;0;58;1;1.006;2;0;616;0.832;0.89;1;1;2020;0
12/07/2017;19000;18755;1111;80.1;0;0;0;49;0;0;0;0;60;1;1.006;2;0;616;0.832;0.89;1;0;2020;0
18/07/2014;21500;21500;1111;120.9;0;0;0;56.4;0;0;0;0;36;0;1.06;2;0;720;0.973;1.19;1.04;0;2020;0
09/03/2014;22700;21903;1111;125.7;0;0;0;51.9;0;0;0;0;48;1;1.07;2;0;620;0.838;1;0.96;0;2020;0
28/10/2017;38500;38500;1111;125.7;0;0;0;51.9;0;0;0;0;51;1;1.07;2;0;620;0.838;1;0.96;0;2020;0
15/10/2015;24976;24029;1111;125.7;0;0;0;51.9;0;0;0;0;49;1;1.07;2;0;620;0.838;1;0.96;0;2020;0
01/01/2014;19700;19188;1111;120.1;0;0;12.3;28.5;0;0;1;0;13;1;1;3;0;752;1.016;1;1;0;2020;0
11/10/2017;38000;37973;1111;120.1;0;0;12.3;28.5;0;0;1;0;16;1;1;3;0;752;1.016;1;1;0;2020;0
15/05/2016;20000;19882;1111;112.8;0;0;0;49.5;0;0;0;0;50;0;1.078;2;0;624;0.843;1;0.96;1;2020;0
26/03/2017;29900;29713;1111;112.8;0;0;0;49.5;0;0;0;0;51;0;1.078;2;0;624;0.843;1;0.96;0;2020;0
